grant_type,x-www-form-urlencoded,True,String,client_credentials
client_id,x-www-form-urlencoded,True,String,Client Id provided by BRIL to SME clients
client_secret,x-www-form-urlencoded,True,String,Client Secret provided by BRIL to SME clients
